event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2019-10-11 10:24:54+00:00,view,14600001,2053013557695480347,,knauf,4.71,545811592,15353f50-d81f-4bd8-938b-6e363fedbfc6,2019-10-11
2019-10-11 10:36:39+00:00,view,1005160,2053013555631882655,electronics.smartphone,xiaomi,230.85,549006452,2432d7dc-81ce-ed3d-bd02-a4aef2a0c309,2019-10-11
2019-10-11 09:28:51+00:00,view,1801995,2053013554415534427,electronics.video.tv,haier,193.03,512769773,fa1ef129-fefe-4241-9add-e325e5cc04d3,2019-10-11
2019-10-11 05:06:39+00:00,view,22700208,2053013556168753601,,stels,72.07,559023428,cf4b3f3b-a71c-48de-ab76-3cb4154fb67e,2019-10-11
2019-10-11 17:36:07+00:00,view,11500439,2053013554625249641,,sven,11.81,543030405,521873e1-a0f2-43f9-a3ba-0577eb19251c,2019-10-11
2019-10-11 04:14:53+00:00,view,36000069,2096280538292683405,appliances.kitchen.kettle,dauscher,17.99,514445420,ac5d7256-a69d-4bdf-97e0-9fa01e92bd5c,2019-10-11
2019-10-11 01:02:03+00:00,view,6300680,2053013554834964853,appliances.kitchen.kettle,redmond,26.13,514873448,a350bc2d-0890-4eb5-9782-4be0203e6e8d,2019-10-11
2019-10-11 05:01:38+00:00,view,10101186,2053013553283072273,,,46.31,559023291,9f9012c5-2d49-4611-a45b-b72f6aa8a4dc,2019-10-11
2019-10-11 09:12:04+00:00,view,6200284,2053013552293216471,appliances.environment.air_heater,tefal,90.07,553142979,5c7d5d9b-2496-4d00-b836-69aada93e2a1,2019-10-11
2019-10-11 07:35:01+00:00,view,23000172,2164367422893589471,,gazpromneft,12.87,512479885,26b89216-a4a6-4dd0-ae80-7a83cfda7d5a,2019-10-11
2019-10-11 16:44:29+00:00,view,8800446,2053013555573162395,electronics.telephone,nokia,48.69,520897316,0b698246-4f31-4b7d-a25c-2dfa9d3cb0c6,2019-10-11
2019-10-11 08:21:42+00:00,view,4700478,2053013560899928785,auto.accessories.videoregister,sho-me,142.52,553000735,9f9694af-aa43-41bc-8440-efbc540cb42e,2019-10-11
2019-10-11 06:18:41+00:00,view,35103215,2070005009382114061,apparel.underwear,milavitsa,31.88,521601693,20fcee1e-a661-456a-a8e2-5cc6bf436b3e,2019-10-11
2019-10-11 12:50:41+00:00,view,9300078,2053013554524586339,,lg,242.58,542321632,46f379b6-dabb-4813-83ce-9b096cfc7d13,2019-10-11
2019-10-11 19:00:26+00:00,view,1005100,2053013555631882655,electronics.smartphone,samsung,150.04,520046583,4f4dd989-e24d-471b-b19a-412a0145e486,2019-10-11
2019-10-11 14:38:47+00:00,view,1801908,2053013554415534427,electronics.video.tv,samsung,847.87,514169929,78ece46b-220b-4b77-bc96-45258edd8dc4,2019-10-11
2019-10-11 11:48:40+00:00,view,3700926,2053013565983425517,appliances.environment.vacuum,samsung,64.02,519791288,3dedabce-9754-41ca-ae2e-161b8d0ffc97,2019-10-11
2019-10-11 11:22:53+00:00,view,26201253,2053013563693335403,,lucente,118.92,556707650,37d167ae-06a1-4668-b39e-afbfab6aaee9,2019-10-11
2019-10-11 11:50:50+00:00,purchase,1004777,2053013555631882655,electronics.smartphone,xiaomi,135.01,515180515,a66c5de9-96ee-4728-b7f5-388b7919835f,2019-10-11
2019-10-11 09:46:46+00:00,view,1005100,2053013555631882655,electronics.smartphone,samsung,150.22,559105465,905afe60-9268-4f75-af3b-ec81ac37c922,2019-10-11
2019-10-11 01:34:31+00:00,view,1002099,2053013555631882655,electronics.smartphone,samsung,370.41,556787836,5733ffaf-6373-4197-a22a-4881eca61bba,2019-10-11
2019-10-11 07:16:33+00:00,view,1005115,2053013555631882655,electronics.smartphone,apple,1003.85,512746483,230a0c6d-4f2a-44ba-8539-d41b91d91511,2019-10-11
2019-10-11 09:42:34+00:00,view,1004750,2053013555631882655,electronics.smartphone,samsung,196.88,559102983,45dc0239-d84f-4841-97de-fb48da24e7ae,2019-10-11
2019-10-11 11:52:12+00:00,view,1004749,2053013555631882655,electronics.smartphone,samsung,196.87,542739036,bde02e3a-6570-412d-a1e0-11f1bb8585ad,2019-10-11
2019-10-11 04:18:37+00:00,view,28717481,2053013565069067197,apparel.shoes.keds,escan,48.39,541432115,471904e7-4cda-4157-a80d-f27709327928,2019-10-11
2019-10-11 20:05:41+00:00,view,12702958,2053013553559896355,,cordiant,42.47,517809321,ba296c87-04f6-4502-b26d-ea1648e18bed,2019-10-11
2019-10-11 13:47:13+00:00,view,26000276,2053013562837697343,,,8.66,530220273,a8c761cf-cfc2-4d8d-90a3-b8082425555c,2019-10-11
2019-10-11 01:55:42+00:00,view,1004750,2053013555631882655,electronics.smartphone,samsung,196.88,514490113,0e46a686-9e1a-4357-b3c1-5e9bfd4da502,2019-10-11
2019-10-11 01:03:53+00:00,view,36000069,2096280538292683405,appliances.kitchen.kettle,dauscher,17.99,516074225,2b67c4c6-030f-46f4-a760-b167803e0eb2,2019-10-11
2019-10-11 15:43:44+00:00,view,26300088,2053013563584283495,,lucente,185.33,512701162,4e9c1b59-af95-45de-9983-9783faa8d8c4,2019-10-11
2019-10-11 07:29:35+00:00,view,15100370,2053013557024391671,,,257.15,512676107,5237ffdc-05ed-4420-b853-00d0f568e153,2019-10-11
2019-10-11 14:05:49+00:00,view,1500484,2053013552955916539,computers.peripherals.printer,canon,193.03,557999969,4694f89d-abdf-41f1-8d5b-4adbc70b1d41,2019-10-11
2019-10-11 15:53:07+00:00,view,19100267,2053013556227473861,construction.tools.saw,,44.87,533369044,aca2968c-b7f3-4980-a243-b8d329fb0f94,2019-10-11
2019-10-11 18:31:32+00:00,view,1004235,2053013555631882655,electronics.smartphone,apple,1181.47,559264459,4ef83886-029d-45fa-8386-fe6951378f7a,2019-10-11
2019-10-11 16:32:07+00:00,view,2900536,2053013554776244595,appliances.kitchen.microwave,elenberg,51.46,550678206,4177bb8d-63ab-453d-b09b-213a2cd640dc,2019-10-11
2019-10-11 16:58:13+00:00,view,5301323,2053013563173241677,,dyson,507.07,515589839,194f97d1-b352-43b6-8e35-fc869a8aabd2,2019-10-11
2019-10-11 06:51:19+00:00,view,5100572,2053013553341792533,electronics.clocks,apple,434.73,558380134,42316984-4c77-4d94-982e-b3e75c2a64af,2019-10-11
2019-10-11 04:13:16+00:00,view,3601421,2053013563810775923,appliances.kitchen.washer,lg,406.68,550541879,6facb870-04a5-49a9-be2a-8d50bf6df7d1,2019-10-11
2019-10-11 15:26:37+00:00,view,1307279,2053013558920217191,computers.notebook,lenovo,385.85,543651086,b2a9ab56-3fa0-43b3-9852-c493214ca20f,2019-10-11
2019-10-11 03:18:09+00:00,view,22700084,2053013556168753601,,force,239.33,543291329,ee0348e5-dc89-4bab-8968-de0005a9febc,2019-10-11
2019-10-11 10:38:33+00:00,view,1480439,2053013561092866779,computers.desktop,pulser,908.62,555049302,2736a429-cf65-48c3-ba57-af4939622275,2019-10-11
2019-10-11 09:52:54+00:00,view,1004250,2053013555631882655,electronics.smartphone,apple,801.82,512405614,d7f21387-a573-46c8-9c9c-c7f4b2f0c333,2019-10-11
