event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2019-10-25 06:41:17+00:00,view,10501633,2053013553199186187,,x-game,5.12,516227532,61eb8523-eaf7-4495-be34-2dcc8d2977b7,2019-10-25
2019-10-25 16:57:00+00:00,view,12500554,2053013556277805513,,alteco,25.61,560685330,0b002117-d381-4317-8194-e1d19d4be504,2019-10-25
2019-10-25 10:50:24+00:00,view,1004026,2053013555631882655,electronics.smartphone,xiaomi,138.74,538807088,98d32753-5fe5-4d2f-97dd-b4a57fe7b415,2019-10-25
2019-10-25 20:45:03+00:00,view,7600097,2053013552821698803,,apple,321.57,516228103,bced9d43-2359-ead9-ceae-389a2f82a307,2019-10-25
2019-10-25 01:34:36+00:00,view,42500017,2095518921355428757,,brw,406.96,512619920,40609281-cec2-4947-98d0-b211006acd10,2019-10-25
2019-10-25 08:13:01+00:00,purchase,17800473,2053013559868129947,computers.desktop,zeta,76.36,519588342,a2232b7f-a607-40a3-a9eb-5f2eec531d28,2019-10-25
2019-10-25 15:58:05+00:00,view,5801580,2053013553945772349,electronics.audio.subwoofer,,32.15,527296336,8e43bf46-0ea2-4e2c-9ac3-33585de5372f,2019-10-25
2019-10-25 11:28:40+00:00,view,3600661,2053013563810775923,appliances.kitchen.washer,samsung,295.76,529581764,945027dc-41ec-47c7-a714-ec1955d3e4e5,2019-10-25
2019-10-25 16:45:58+00:00,cart,5301295,2053013563173241677,,vitek,25.6,522534079,83847e50-2ae9-47dc-8024-23702c44da5b,2019-10-25
2019-10-25 10:27:34+00:00,view,6701152,2053013554247762257,computers.components.videocards,msi,92.18,517006663,1423169e-940a-4b86-b489-44d04b821428,2019-10-25
2019-10-25 10:10:42+00:00,view,3601000,2053013563810775923,appliances.kitchen.washer,samsung,792.79,546669192,cf337d02-208a-4567-b9c2-b3d148d534cd,2019-10-25
