event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2019-10-23 14:15:29+00:00,view,24900148,2053013562183385881,,ergolux,6.46,552518131,d0a4d9d4-3a68-4236-b9d7-d5becf59233d,2019-10-23
2019-10-23 09:07:49+00:00,cart,1004777,2053013555631882655,electronics.smartphone,xiaomi,138.74,563206948,44a0b11b-28fb-451b-88c4-997a310094cf,2019-10-23
2019-10-23 08:24:09+00:00,view,1004777,2053013555631882655,electronics.smartphone,xiaomi,135.14,518015412,b0daac36-2f34-4429-95b5-5abe7b298d08,2019-10-23
2019-10-23 06:49:47+00:00,view,1306185,2053013558920217191,computers.notebook,acer,360.34,522381506,739b6890-2180-462f-983a-b71de29f3c01,2019-10-23
2019-10-23 22:09:44+00:00,view,5100337,2053013553341792533,electronics.clocks,apple,319.34,561719308,7505e868-2594-42fe-9d3c-c6afc62aa0a3,2019-10-23
2019-10-23 18:01:53+00:00,view,1004536,2053013555631882655,electronics.smartphone,huawei,694.74,551858622,490f0aba-5127-4790-a9d6-9ce50e5b2e48,2019-10-23
2019-10-23 17:32:26+00:00,view,12720126,2053013553559896355,,kapsen,81.34,562128647,1449f767-094a-4659-9c23-ad766e63dbe2,2019-10-23
2019-10-23 15:41:02+00:00,view,1005002,2053013555631882655,electronics.smartphone,huawei,253.41,545449290,a9086e62-dd97-4106-a055-91a3210fe0ad,2019-10-23
2019-10-23 16:32:45+00:00,view,1307279,2053013558920217191,computers.notebook,lenovo,397.93,555662616,f3675e20-eebc-40cf-97c9-d61583374ed6,2019-10-23
2019-10-23 10:57:40+00:00,view,3700926,2053013565983425517,appliances.environment.vacuum,samsung,64.02,563295226,f8594e60-0131-45b6-adee-959cbc146b62,2019-10-23
2019-10-23 11:11:38+00:00,view,28000069,2053013563483620193,,efremov,55.09,560107181,ce350a4b-be2d-4a0b-adfb-53f9754bfbf2,2019-10-23
2019-10-23 04:49:57+00:00,view,1005006,2053013555631882655,electronics.smartphone,xiaomi,86.87,518433926,48efab71-f1d0-4768-87ad-b9ef83c88f5a,2019-10-23
2019-10-23 16:30:51+00:00,view,12718062,2053013553559896355,,,32.43,555628868,df980ed2-b93e-4150-b911-c4bad8ce4294,2019-10-23
2019-10-23 04:24:20+00:00,view,1004602,2053013555631882655,electronics.smartphone,bq,53.98,555381847,101a05bc-15e0-40ff-9b35-dc668eaafa97,2019-10-23
2019-10-23 13:52:02+00:00,view,1802038,2053013554415534427,electronics.video.tv,tcl,189.45,548491292,677f9693-32fa-41dd-8812-d20bd348b772,2019-10-23
2019-10-23 15:29:16+00:00,view,1306451,2053013558920217191,computers.notebook,apple,1209.55,514325271,1ed96aae-1275-4a51-990f-d3d92f0f67fd,2019-10-23
2019-10-23 05:46:39+00:00,view,1801929,2053013554415534427,electronics.video.tv,samsung,559.96,563195565,476f8901-3773-41ed-9b05-5bfadb917139,2019-10-23
2019-10-23 13:00:07+00:00,view,1004785,2053013555631882655,electronics.smartphone,huawei,270.42,548799980,e69831ed-6953-49b8-9575-a6193a1104e7,2019-10-23
2019-10-23 02:02:03+00:00,view,1004966,2053013555631882655,electronics.smartphone,oppo,257.15,535308857,f6705334-83e7-44a5-8302-41fcf8e915b9,2019-10-23
2019-10-23 16:00:20+00:00,view,1004168,2053013555631882655,electronics.smartphone,samsung,179.9,526920926,18592362-e711-412e-b260-bfa7ba78cfce,2019-10-23
2019-10-23 18:55:21+00:00,view,1004836,2053013555631882655,electronics.smartphone,samsung,224.07,547176784,ece51ce1-2bdd-49e0-b30e-b13b0eda4bff,2019-10-23
2019-10-23 03:59:24+00:00,view,1005068,2053013555631882655,electronics.smartphone,samsung,1037.09,512728718,9c7ffb35-768f-41f9-b84e-f997cf64818e,2019-10-23
2019-10-23 04:31:20+00:00,view,6000094,2053013560807654091,auto.accessories.alarm,starline,121.24,562481741,8f9594f5-bce2-4b93-b3a3-6096561b8f70,2019-10-23
2019-10-23 08:42:24+00:00,view,2401589,2053013563743667055,appliances.kitchen.hood,beko,89.86,549389388,e558744a-30bc-4ef1-a8ad-a6dc67f902dd,2019-10-23
2019-10-23 15:44:44+00:00,view,3100871,2053013555262783879,appliances.kitchen.blender,vitek,28.06,514096203,2ae7373f-55eb-4212-903b-c988afa49864,2019-10-23
2019-10-23 16:59:16+00:00,view,12600018,2053013554751078769,appliances.kitchen.grill,delonghi,386.08,554236340,5b35d70a-c0a1-4480-b237-3e29d32c2b7c,2019-10-23
2019-10-23 14:33:34+00:00,view,1005215,2053013555631882655,electronics.smartphone,samsung,1544.42,561759744,73828300-b959-4ba7-91c2-a0d484dfb013,2019-10-23
2019-10-23 17:09:19+00:00,view,26400678,2053013563651392361,,lucente,287.78,519539226,31eedb00-d337-47a8-8b44-951b165e7c77,2019-10-23
2019-10-23 18:14:16+00:00,view,26016042,2053013562393101093,,,15.02,538790919,d1b2d888-b155-4390-8e2c-929c822f12cc,2019-10-23
2019-10-23 14:06:42+00:00,view,6300765,2053013554834964853,appliances.kitchen.kettle,polaris,22.8,512739859,fc39d1d7-0233-4e39-a6c3-02e44815fb65,2019-10-23
2019-10-23 08:31:38+00:00,view,28100536,2053013564918072245,,,271.82,518723114,7d82688b-4f23-44ea-a4bf-744e34b13cc0,2019-10-23
2019-10-23 06:02:46+00:00,view,35700016,2136935916512478049,appliances.kitchen.kettle,apollo,15.42,543329303,371b4c81-4ca5-4c53-9bba-e0904f6af39a,2019-10-23
2019-10-23 13:04:16+00:00,view,1004133,2053013555631882655,electronics.smartphone,xiaomi,141.58,525247709,deb0a34f-8c9f-4ee2-8474-115eb8411140,2019-10-23
2019-10-23 18:12:24+00:00,view,5100856,2053013553341792533,electronics.clocks,apple,616.13,515351403,6be6b0a8-8b0f-4cbf-b0ef-6510a46bc0c9,2019-10-23
2019-10-23 01:12:27+00:00,view,3701005,2053013565983425517,appliances.environment.vacuum,philips,308.86,557616209,99c9055b-8eb2-41b6-8b9d-b3e7c4bc6a90,2019-10-23
2019-10-23 13:09:58+00:00,view,26300735,2053013563584283495,,,153.67,513023672,964c27cc-9bfc-4e71-8557-2d1c70d12e7f,2019-10-23
2019-10-23 05:57:06+00:00,view,2601295,2053013563970159485,,terra,118.56,514120644,816dbfa5-9146-44cc-926a-212e84744348,2019-10-23
2019-10-23 19:19:06+00:00,view,1003208,2053013555631882655,electronics.smartphone,samsung,218.77,563078014,e0f3d0e8-bc85-4506-a45a-e3fb583d64eb,2019-10-23
2019-10-23 12:43:55+00:00,view,22600025,2165087460176953468,auto.accessories.compressor,,28.31,561075135,2f7804a7-30d8-4a0d-9cf2-43b7df35af58,2019-10-23
2019-10-23 03:37:30+00:00,view,7900424,2053013556487520725,furniture.kitchen.chair,selby,38.59,522021835,b32329e1-4ae3-42ad-b63c-a6296d4c42e8,2019-10-23
2019-10-23 02:24:06+00:00,view,15100220,2053013557024391671,,,882.88,561162889,dffd74ed-2815-4780-9862-94476badf5cc,2019-10-23
2019-10-23 08:39:17+00:00,view,12711052,2053013553559896355,,tunga,38.15,563250117,06bb1930-a10a-47da-80c9-c6b8d4cc661e,2019-10-23
2019-10-23 06:36:25+00:00,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,189.97,530084650,ceaf3e2c-a639-44d2-b9ff-008dabc751ae,2019-10-23
2019-10-23 10:07:11+00:00,view,12300866,2053013556311359947,construction.tools.drill,,40.64,529730615,fed21587-79eb-4d62-8b0b-6849f9d56a97,2019-10-23
2019-10-23 08:36:41+00:00,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,95.76,561821369,012e220a-4baa-4300-9712-460cce61247f,2019-10-23
2019-10-23 10:39:53+00:00,view,2501104,2053013564003713919,appliances.kitchen.oven,electrolux,357.61,561525740,1d92c132-c798-4a87-8d1d-312749b95ac8,2019-10-23
2019-10-23 01:19:24+00:00,view,5701066,2053013553970938175,auto.accessories.player,pioneer,72.02,542738374,4f083409-aa65-4bd5-bf28-c462206c01cb,2019-10-23
2019-10-23 11:33:31+00:00,view,3200513,2053013555321504139,appliances.kitchen.meat_grinder,bosch,115.81,514602106,95916954-0ed8-4b1e-b7f2-5856b025877e,2019-10-23
2019-10-23 12:24:40+00:00,view,9200679,2053013552913973497,computers.peripherals.keyboard,asus,153.41,521208704,4fc32239-14a5-b689-e24b-8bac57eb2ac7,2019-10-23
2019-10-23 07:11:39+00:00,view,6000227,2053013560807654091,auto.accessories.alarm,starline,157.53,525674200,8b16bac6-a31a-4613-b6ca-5300fb163757,2019-10-23
2019-10-23 05:28:33+00:00,view,1802092,2053013554415534427,electronics.video.tv,artel,272.59,539692077,dbb5cc80-2a5c-46fd-9fd6-8531c6243db1,2019-10-23
2019-10-23 09:58:06+00:00,view,2800596,2053013563835941749,appliances.kitchen.refrigerators,xing,166.36,561857823,2716da99-2595-4829-8efa-f05f9b90fc22,2019-10-23
2019-10-23 04:56:25+00:00,cart,1004838,2053013555631882655,electronics.smartphone,oppo,179.9,563184326,aba081c4-40ed-4b5c-b7fb-c64feebd62fc,2019-10-23
2019-10-23 06:10:47+00:00,view,3600999,2053013563810775923,appliances.kitchen.washer,samsung,823.68,545594650,1fd2c7d8-35e4-440a-8351-9077a67eb19e,2019-10-23
2019-10-23 10:25:07+00:00,view,15700048,2053013559733912211,,,304.0,563214698,417bcf59-0088-4f8e-8807-d2670e834cd0,2019-10-23
2019-10-23 17:29:52+00:00,view,5100449,2053013553341792533,electronics.clocks,garmin,221.6,514571527,b51a746a-df00-4a12-826e-1befbd1e812c,2019-10-23
2019-10-23 19:02:51+00:00,view,1307429,2053013558920217191,computers.notebook,asus,483.67,514019335,5caca88b-9774-4e7a-8073-917822a0150c,2019-10-23
2019-10-23 07:42:10+00:00,view,1004659,2053013555631882655,electronics.smartphone,samsung,726.63,540614519,3345d59c-c563-47a3-9615-728080ed0c3f,2019-10-23
2019-10-23 10:48:05+00:00,view,13104374,2053013553526341921,,,440.17,547509379,ea417562-b6a5-48cf-bcc7-20a16f473c7f,2019-10-23
2019-10-23 16:37:31+00:00,view,2501069,2053013564003713919,appliances.kitchen.oven,asel,46.31,563218214,ca3e5cff-b43a-49cc-8f8f-b1ec85297848,2019-10-23
2019-10-23 10:39:40+00:00,view,28713435,2053013565639492569,apparel.shoes,baden,69.24,547034057,d07ed6df-9e7b-4bf2-9e34-f51b43965460,2019-10-23
2019-10-23 04:56:07+00:00,view,12703440,2053013553559896355,,cordiant,63.06,516750566,ac2be9b3-0d22-40aa-8b5e-127a0bdcfeac,2019-10-23
