event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2019-10-18 13:16:04+00:00,view,3601475,2053013563810775923,appliances.kitchen.washer,lg,536.83,524711397,a04c5ad9-2d88-4753-b6c9-670efb42261e,2019-10-18
2019-10-18 19:00:59+00:00,view,39700096,2084962304016777941,apparel.costume,,136.43,513407686,6c95e454-8559-4ed4-aa24-7122ff0faf04,2019-10-18
2019-10-18 08:09:30+00:00,view,3601077,2053013563810775923,appliances.kitchen.washer,haier,411.83,512428011,35ea44c4-0c72-495b-8855-de18cf16cb3c,2019-10-18
2019-10-18 14:44:20+00:00,view,1005054,2053013555631882655,electronics.smartphone,tp-link,71.82,561597961,c5485e99-de56-4042-9fc6-61cb0f5e0b1b,2019-10-18
2019-10-18 18:14:55+00:00,view,1005126,2053013555631882655,electronics.smartphone,apple,1425.78,514682816,28ac9961-f3b5-40d6-971d-2490a583684f,2019-10-18
2019-10-18 08:10:01+00:00,view,5200144,2053013553316626707,computers.ebooks,pocketbook,162.14,536266361,c3502885-2bcb-470f-86b4-8afea0ccd364,2019-10-18
2019-10-18 15:21:45+00:00,view,1004565,2053013555631882655,electronics.smartphone,huawei,167.28,560750068,5de95775-6d12-47e7-8018-b404a9172fcd,2019-10-18
2019-10-18 19:27:16+00:00,view,1801805,2053013554415534427,electronics.video.tv,artel,239.18,544042419,d0064cdf-ed88-4907-8542-135c196fcd1f,2019-10-18
2019-10-18 08:46:23+00:00,view,2701657,2053013563911439225,appliances.kitchen.refrigerators,beko,240.57,519311739,9dd5716d-2ea0-4a5f-8807-6cb78c22826f,2019-10-18
2019-10-18 06:15:04+00:00,view,5100721,2053013553341792533,electronics.clocks,huawei,179.9,530481450,31e51bf2-4b26-41ea-b43e-dd21841abd8f,2019-10-18
2019-10-18 11:10:28+00:00,view,28713437,2053013565639492569,apparel.shoes,baden,69.24,516695659,4a737369-e69f-4af8-9661-a7aafa604d61,2019-10-18
2019-10-18 06:20:57+00:00,view,26300095,2053013563584283495,,lucente,620.87,530183176,d4fe598d-6007-439d-9157-dac1f31714de,2019-10-18
2019-10-18 12:27:36+00:00,view,1004662,2053013555631882655,electronics.smartphone,samsung,1158.05,550331500,6b95bdc6-3a5b-47c7-80cc-a546d0a95744,2019-10-18
2019-10-18 10:21:43+00:00,view,1005239,2053013555631882655,electronics.smartphone,xiaomi,254.55,530183701,cd733f12-0ea3-4639-aa09-a8a9971ebf77,2019-10-18
2019-10-18 06:03:24+00:00,view,5500310,2053013563139687243,,xiaomi,51.17,519067568,00332df7-f742-439b-895d-931cb42c9b89,2019-10-18
2019-10-18 06:39:28+00:00,view,1307339,2053013558920217191,computers.notebook,asus,592.01,514969050,009b6a8b-81ce-4e80-a189-d4313883a1b7,2019-10-18
2019-10-18 14:26:34+00:00,view,28716088,2053013565639492569,apparel.shoes,weekend,404.13,561575022,bdeb4b36-8543-42d3-9e96-b6392cf75be7,2019-10-18
2019-10-18 18:59:10+00:00,view,1004785,2053013555631882655,electronics.smartphone,huawei,271.46,515858490,74e09c37-4703-0952-545e-f40fc53365f5,2019-10-18
2019-10-18 13:32:46+00:00,view,26601598,2053013563517174627,,lucente,62.81,512506474,38db6cf4-b2bf-4ccb-8b97-05ed3aa7de0f,2019-10-18
2019-10-18 13:12:53+00:00,view,5300213,2053013563173241677,,rowenta,43.73,539567104,f7b5d444-3003-45f7-9c87-82e72be9637d,2019-10-18
2019-10-18 13:55:41+00:00,view,21404648,2053013561579406073,electronics.clocks,orient,202.06,516711337,1eaafa6e-84f7-4daa-9c2a-40c71cb5515a,2019-10-18
2019-10-18 09:13:59+00:00,view,28719043,2053013565782098913,apparel.shoes,baden,64.61,521074042,e0b2536c-1915-4074-bff5-8d696fdd43ad,2019-10-18
2019-10-18 22:54:04+00:00,view,16700571,2053013559901684381,furniture.kitchen.chair,matrix,32.18,524582939,3eb1831c-df24-4c04-b423-808c12063082,2019-10-18
2019-10-18 19:22:29+00:00,view,1480557,2053013561092866779,computers.desktop,netechnics,772.19,543238811,7182ef3e-df2b-403f-8cd7-ba04e8dd9145,2019-10-18
2019-10-18 01:51:39+00:00,view,1005169,2053013555631882655,electronics.smartphone,samsung,217.48,527370328,9c08fae7-6036-4e77-b6ad-f9449f32d896,2019-10-18
2019-10-18 15:57:10+00:00,view,28714359,2053013565069067197,apparel.shoes.keds,,123.53,542409978,6c4f0587-fc67-441a-86d4-e698368911a0,2019-10-18
2019-10-18 07:33:10+00:00,view,1480694,2053013561092866779,computers.desktop,hp,542.87,514502814,70f48c47-5bbf-4422-83f3-b35bbe9f66ff,2019-10-18
2019-10-18 16:22:46+00:00,view,1801548,2053013554415534427,electronics.video.tv,lg,1029.37,516253278,a7719ec1-b975-4916-bf0e-ec61fac625e6,2019-10-18
2019-10-18 08:25:02+00:00,view,5100563,2053013553341792533,electronics.clocks,samsung,259.67,536628264,55f55517-4182-4355-a5e6-ca3fe716a87e,2019-10-18
2019-10-18 13:51:28+00:00,view,1004833,2053013555631882655,electronics.smartphone,samsung,172.14,540245168,128cded6-9501-49c5-ad14-4397e2bb013c,2019-10-18
2019-10-18 03:16:42+00:00,view,1005116,2053013555631882655,electronics.smartphone,apple,1088.81,520264548,2c202bec-f2c8-40b1-be19-40415e1ce731,2019-10-18
2019-10-18 13:17:42+00:00,view,1004750,2053013555631882655,electronics.smartphone,samsung,195.62,561574588,056e23b8-fe07-4734-aa8e-319ff8a963d6,2019-10-18
2019-10-18 04:06:38+00:00,view,1003532,2053013555631882655,electronics.smartphone,samsung,360.11,545201904,340762a5-5ec8-4cd5-97cc-8d06ed7eb5c7,2019-10-18
2019-10-18 06:24:40+00:00,view,1003982,2053013555631882655,electronics.smartphone,huawei,115.55,560071303,6a5d582d-6b5c-4241-b048-747ec6363b2e,2019-10-18
2019-10-18 02:59:21+00:00,view,1306863,2053013558920217191,computers.notebook,dell,1544.18,527780039,de689b82-e40d-410d-8883-5d22fcc8fbcb,2019-10-18
