event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2019-10-22 08:53:53+00:00,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,189.97,513777813,13514904-3bd2-4c42-8448-eed9a2808a54,2019-10-22
2019-10-22 11:38:33+00:00,view,1401872,2053013561092866779,computers.desktop,netechnics,630.62,561427348,ae6b9530-98bb-4d07-96be-5bc21077f269,2019-10-22
2019-10-22 15:42:21+00:00,purchase,28101834,2053013564918072245,,karat,28.31,513308740,e76b4a4b-b197-4a88-ba82-0b710e741078,2019-10-22
2019-10-22 09:12:27+00:00,view,3700728,2053013565983425517,appliances.environment.vacuum,artel,46.85,533490450,804db9c0-22cf-4f0c-9e2f-6cf7c4bb801b,2019-10-22
2019-10-22 15:49:26+00:00,view,1002098,2053013555631882655,electronics.smartphone,samsung,370.64,550673035,6bd99fac-75c2-4f81-a332-5a96439e1a46,2019-10-22
2019-10-22 07:11:23+00:00,view,12702843,2053013553559896355,,bridgestone,99.87,517257972,5b9d5db6-d48c-47d6-a8f6-6b83a0260ae4,2019-10-22
2019-10-22 13:18:00+00:00,view,1004754,2053013555631882655,electronics.smartphone,honor,231.64,513210448,068ae860-77e3-42a1-bad6-de989c94b3dd,2019-10-22
2019-10-22 09:15:02+00:00,view,3800886,2053013566176363511,appliances.iron,polaris,27.49,543178127,354f5402-ba6a-4abe-b92b-03e7ca54a500,2019-10-22
2019-10-22 13:26:33+00:00,view,28101324,2053013564918072245,,balta,92.67,562651143,60fbbed4-2967-40a8-aadc-92983d8f8045,2019-10-22
2019-10-22 20:57:29+00:00,view,1004252,2053013555631882655,electronics.smartphone,apple,753.42,517923480,50a22c36-57f7-4dd2-89a1-081650792674,2019-10-22
2019-10-22 16:16:36+00:00,view,22700323,2053013556168753601,,bosch,20.46,551043982,9cc58351-e593-4aa7-9858-74fa19e93b78,2019-10-22
2019-10-22 08:32:25+00:00,view,6000187,2053013560807654091,auto.accessories.alarm,starline,177.61,517118068,8695a7c3-33bc-403e-aa10-231d39f9aafd,2019-10-22
2019-10-22 11:42:31+00:00,view,4804056,2053013554658804075,electronics.audio.headphone,apple,160.17,542167929,c1cbaf39-4e89-45a5-8efe-fd86ac947eb2,2019-10-22
2019-10-22 12:22:05+00:00,view,42100031,2094006184079000416,,,123.56,562963207,c1045212-a044-4d6a-86f5-dfa38a84f65b,2019-10-22
2019-10-22 05:21:53+00:00,view,1002524,2053013555631882655,electronics.smartphone,apple,533.26,562692209,9612b590-cf09-4d86-84a0-b8e75d25cd10,2019-10-22
2019-10-22 05:40:59+00:00,view,25100340,2053013562116277013,construction.tools.light,xiaomi,90.07,512547206,fd550ce7-f499-3c0a-ebcf-d1619a47792b,2019-10-22
2019-10-22 07:27:51+00:00,view,15200781,2053013553484398879,,volta,49.42,525068465,c2b85cba-6bc8-47bf-8a29-b965a204e12c,2019-10-22
2019-10-22 16:57:59+00:00,view,26300081,2053013563584283495,,lucente,437.85,512990324,34651da2-fec0-4f2f-89cc-4d44873aff28,2019-10-22
2019-10-22 09:38:59+00:00,view,6000004,2053013560807654091,auto.accessories.alarm,starline,139.77,514976564,50e0b14c-2336-43f1-8fcc-ee45659ddb42,2019-10-22
2019-10-22 06:26:56+00:00,view,54900018,2146660887203676486,apparel.costume,,51.48,523960413,55b9eb4e-3e95-490e-b661-eeed581454fd,2019-10-22
2019-10-22 07:35:53+00:00,view,1003768,2053013555631882655,electronics.smartphone,huawei,434.76,525863310,f223ad92-e5dd-436f-93cd-e69fbb09e1cf,2019-10-22
2019-10-22 06:25:56+00:00,view,1801931,2053013554415534427,electronics.video.tv,saturn,244.28,560464995,8318ad6c-72a1-4fe2-84fa-0a75d09a992f,2019-10-22
2019-10-22 08:38:25+00:00,view,3600545,2053013563810775923,appliances.kitchen.washer,samsung,579.14,530757675,b1e67c37-4729-4e3b-b9e7-64a75f195a68,2019-10-22
2019-10-22 12:59:33+00:00,view,12706852,2053013553559896355,,bridgestone,58.69,535847408,4b3b4e71-fbfe-4ba2-9f73-7ebca837918b,2019-10-22
2019-10-22 08:40:28+00:00,view,26401099,2053013563651392361,,sokolov,38.22,514973400,f0163bbd-f83d-43b0-88f1-3fc4fbd3bd68,2019-10-22
2019-10-22 07:09:36+00:00,view,15400077,2070005009256284935,,bestway,377.1,562866865,17686913-29d0-43af-92e1-8717fa037ba8,2019-10-22
2019-10-22 06:37:48+00:00,view,17300084,2053013553853497655,,dunhill,117.45,554439699,cee540b9-a706-4f1e-ac0e-6d4ef74f9b30,2019-10-22
2019-10-22 15:28:23+00:00,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,189.97,529587549,20dfff40-cb3f-428e-ab06-badd89e6148a,2019-10-22
2019-10-22 19:34:19+00:00,view,1002544,2053013555631882655,electronics.smartphone,apple,458.7,513999665,7a57912f-7ba8-43cb-81de-be1600a24546,2019-10-22
2019-10-22 13:46:34+00:00,view,15100413,2053013557024391671,,stolplit,470.95,561998962,44c4d91c-a157-4012-9206-e0c05e1910fc,2019-10-22
2019-10-22 09:54:56+00:00,view,6000227,2053013560807654091,auto.accessories.alarm,starline,157.53,543431259,193279e8-5e83-45c3-99d6-528a12eaf771,2019-10-22
2019-10-22 15:07:37+00:00,view,7100133,2053013555464110485,furniture.bedroom.bed,,136.4,561993776,63afb8cb-8653-4faf-b291-59c3ba85828d,2019-10-22
2019-10-22 12:42:09+00:00,view,17301342,2053013553853497655,,lanvin,42.53,560716241,4ea3330d-a04c-4d0a-8f5b-8f56559b18ac,2019-10-22
2019-10-22 17:14:28+00:00,view,2800616,2053013563835941749,appliances.kitchen.refrigerators,atlant,282.89,527731761,b8d2c475-eab4-4955-a17f-c3657009ecfa,2019-10-22
2019-10-22 13:47:35+00:00,view,1005105,2053013555631882655,electronics.smartphone,apple,1402.84,555637897,f6a15a33-b20c-4298-8751-e270261193da,2019-10-22
2019-10-22 12:09:01+00:00,view,1307350,2053013558920217191,computers.notebook,acer,489.05,520021582,8fe0a815-e61e-4692-88d8-05e004ceb1df,2019-10-22
2019-10-22 08:56:13+00:00,view,12202273,2116907525176557699,sport.bicycle,cube,926.41,537672547,5219208d-1f09-4686-8272-68de8def0d32,2019-10-22
2019-10-22 15:43:46+00:00,view,55000008,2146551843914777018,apparel.costume,nike,111.95,528013577,23b39ed5-8352-4509-bc61-eeeb770dfc03,2019-10-22
2019-10-22 10:48:49+00:00,view,3900339,2053013552326770905,appliances.environment.water_heater,aqua,30.86,516383334,7a584ef7-f038-4d00-b6d4-4a42b18cf3e5,2019-10-22
2019-10-22 03:19:41+00:00,view,1801937,2053013554415534427,electronics.video.tv,sony,1544.13,515868815,ab9dbcae-d3c9-4775-a857-2a18ca527d7f,2019-10-22
2019-10-22 03:00:07+00:00,view,3700802,2053013565983425517,appliances.environment.vacuum,lg,669.23,513122390,f5023917-7e18-4e6a-a2c5-44dc323cdde4,2019-10-22
2019-10-22 16:10:35+00:00,view,7600029,2053013552821698803,,tp-link,23.76,516762190,e638831c-db0c-4e3d-8391-bb958ec9510e,2019-10-22
2019-10-22 14:09:51+00:00,view,26201254,2053013563693335403,,lucente,124.84,520220010,bf2d8354-0066-49c1-974c-148fb2b2d301,2019-10-22
2019-10-22 23:54:44+00:00,view,28714616,2053013565480109009,apparel.shoes.keds,adidas,74.65,542895138,13ce476d-b48b-4fda-b055-dc1f093dd623,2019-10-22
2019-10-22 13:34:24+00:00,view,4803977,2053013554658804075,electronics.audio.headphone,samsung,107.49,527978302,a5071e0a-8252-48fd-9fad-cbc625e86e94,2019-10-22
2019-10-22 11:55:30+00:00,view,26404581,2053013563651392361,,,545.94,537873067,8cd5e5f8-ec79-4683-924c-be82a6bc4e34,2019-10-22
2019-10-22 17:09:35+00:00,cart,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.92,543070612,6d0cd436-8ef6-47cc-9f36-d766a3fe2c98,2019-10-22
2019-10-22 07:54:55+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,131.02,537739445,d0e77ae4-0cdd-4c80-9fd1-922c0416d1f1,2019-10-22
2019-10-22 09:50:24+00:00,cart,1004249,2053013555631882655,electronics.smartphone,apple,743.39,514910991,aefc353b-028a-46ac-a608-bf697accc047,2019-10-22
2019-10-22 04:27:10+00:00,view,1003306,2053013555631882655,electronics.smartphone,apple,582.77,514753865,fdfe88d1-9fd3-4f42-a020-8e549a9d06e3,2019-10-22
2019-10-22 10:02:44+00:00,view,21800008,2053013552637149417,computers.peripherals.mouse,gigabyte,30.13,513025595,dc2fc381-832d-4c25-bda6-bc971d78401e,2019-10-22
2019-10-22 16:37:55+00:00,view,1004966,2053013555631882655,electronics.smartphone,oppo,257.15,512699894,009ab90c-b01b-4e16-8bc8-5aa96f9debde,2019-10-22
2019-10-22 15:54:51+00:00,view,3700956,2053013565983425517,appliances.environment.vacuum,xiaomi,486.4,527764773,808236b5-742d-1f45-eedd-247d41a2735c,2019-10-22
2019-10-22 08:30:32+00:00,view,8901898,2053013553090134275,kids.toys,pituso,46.4,516675937,7328bbb9-7c3c-4bfb-a04f-ec59d91abd65,2019-10-22
2019-10-22 17:38:16+00:00,purchase,26403368,2053013563651392361,,,195.89,519214681,555d1a66-25ec-42f8-a1cf-f8eecf3ca8e4,2019-10-22
2019-10-22 07:02:48+00:00,view,2900958,2053013554776244595,appliances.kitchen.microwave,arg,56.6,522400939,99eca54e-e08a-4e52-8481-963863017751,2019-10-22
2019-10-22 16:28:23+00:00,view,1005021,2053013555631882655,electronics.smartphone,oppo,386.08,553843760,e1ce98e9-2fab-4ddf-ab89-0e15a94a9d43,2019-10-22
2019-10-22 16:46:49+00:00,view,5700788,2053013553970938175,auto.accessories.player,kenwood,85.97,512453227,14db4c2c-3814-46d3-91cc-aa6a0381f551,2019-10-22
